,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-177.58172715094696,26.91921435715754,-217.24156487207642,-135.76532077112424,,
1,-160.85386688801958,21.452248115038916,-200.05528756391735,-122.40531613638271,2.5835556983947754,0.00764827523380518
