,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-174.54025918862936,56.09637801046901,-273.46167584302555,-104.03878827977027,,
1,-125.32051321393313,130.18118056583495,-363.2051509249521,76.53724003712097,13.830228805541992,0.0839843899011612
