,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-142.61199216233297,30.55913937617076,-213.29403900047828,-105.34530277490168,,
1,-138.45647895625584,23.019853818301776,-177.59359193348308,-108.59376670009493,2.6319947242736816,0.006832944694906473
