Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
43.874475717544556	0	-144.36107	43.887295	-27.88354	-299.5725	151.0	0.0	-0.9560335	1.0627561	-0.956039	1.0627561	-0.69500476	0.03224717	0.0021573373	0.00082708255	0.6952205	30049	30049
94.69116687774658	1	-112.53676	38.341053	-9.6086855	-231.87746	151.0	0.0	-0.7452766	0.88366973	-0.74527776	0.8836692	-0.6971695	0.043092873	0.0027136472	0.0016820944	0.6974408	30049	60098
133.01513671875	2	-86.69114	31.258444	0.496809	-171.06082	151.0	0.0	-0.5741134	0.8362338	-0.5740452	0.836238	-0.66900444	0.13356055	0.08351849	0.12148711	0.6773563	30049	90147
169.48706793785095	3	-83.78141	32.763657	-2.9416256	-205.90796	151.0	0.0	-0.55484384	0.85677373	-0.5546695	0.8567819	-0.6949924	0.24460885	0.23420948	0.19306636	0.71841335	30049	120196
205.23877000808716	4	-74.52361	32.247356	14.325481	-198.74019	151.0	0.0	-0.49353388	0.8831324	-0.49333	0.88314056	-0.65333486	0.31079566	0.31338498	0.25817013	0.6846734	30049	150245
241.7578990459442	5	-67.79283	28.078909	2.622766	-155.11545	151.0	0.0	-0.44895914	0.84829444	-0.44891942	0.84830636	-0.6984617	0.19275635	0.10208807	0.09466279	0.70867056	30049	180294
278.790091753006	6	-62.285088	25.447882	6.3592243	-140.49971	151.0	0.0	-0.412484	0.83195335	-0.41248748	0.83195347	-0.6947072	0.016866496	0.0011598712	0.0020745427	0.6948232	30049	210343
315.38919496536255	7	-56.884594	27.588896	21.962887	-148.02982	151.0	0.0	-0.37671918	0.7886859	-0.3767194	0.7886859	-0.69482946	0.010021471	0.00034277662	0.00041847755	0.69486374	30049	240392
351.75408697128296	8	-53.57993	28.2994	21.933018	-164.76735	151.0	0.0	-0.354834	0.77406657	-0.35481864	0.7740668	-0.692522	0.014858048	0.0015128735	0.0019021352	0.69267327	30049	270441
387.877032995224	9	-53.720055	23.179714	-4.7421007	-126.05527	151.0	0.0	-0.35576195	0.7259883	-0.35575926	0.7259882	-0.6923283	0.011224956	0.00028051174	0.00021524966	0.6923563	30049	300490
423.81587982177734	10	-48.796707	27.213041	6.810641	-136.94012	151.0	0.0	-0.32315704	0.7271154	-0.32316855	0.7271154	-0.69395435	0.00530849	0.00013883956	6.247492e-05	0.69396824	30049	330539
461.59973192214966	11	-41.7092	26.774311	34.594757	-128.77255	151.0	0.0	-0.2762199	0.69705254	-0.27622074	0.6970526	-0.6931745	0.004135788	4.9315448e-05	2.343845e-05	0.6931794	30049	360588
498.4574158191681	12	-38.71104	23.292007	14.104745	-113.61217	151.0	0.0	-0.2563645	0.67535853	-0.25636935	0.67535853	-0.69307315	0.0023605756	2.4021136e-05	1.891608e-05	0.6930756	30049	390637
535.8380658626556	13	-40.792118	23.407415	11.916958	-106.312225	151.0	0.0	-0.27014646	0.6779642	-0.27015254	0.67796415	-0.69374394	0.0040635876	0.000118199794	8.0131795e-05	0.69375575	30049	420686
573.5452868938446	14	-35.27381	24.927252	26.104414	-126.15094	151.0	0.0	-0.23360139	0.6677729	-0.23359707	0.6677728	-0.69370043	0.0072242157	0.00044165002	0.00028080278	0.6937447	30049	450735
611.5025758743286	15	-32.821484	21.584242	15.513067	-116.50235	151.0	0.0	-0.21736082	0.65547967	-0.21734212	0.6554793	-0.69359225	0.01454099	0.00049953815	0.00010281265	0.6936422	30049	480784
648.5593280792236	16	-30.676678	21.635883	27.420277	-107.92218	151.0	0.0	-0.20315681	0.6565923	-0.20314558	0.6565924	-0.6934675	0.004193889	8.979603e-05	2.4135761e-05	0.6934765	30049	510833
685.5232059955597	17	-25.419682	21.295958	23.02712	-131.13985	151.0	0.0	-0.16834226	0.6581129	-0.16833933	0.65811265	-0.6934072	0.015182498	0.00060672686	0.00047707694	0.6934678	30049	540882
722.5637488365173	18	-26.07654	21.328691	68.05406	-88.652885	151.0	0.0	-0.17269233	0.6796464	-0.17268945	0.67964643	-0.6929952	0.0059206863	0.0002145489	5.60914e-05	0.69301665	30049	570931
759.7869918346405	19	-28.142054	21.4653	30.537102	-83.480515	151.0	0.0	-0.18637119	0.6997399	-0.18636677	0.6997399	-0.6930771	0.0007628896	4.8244747e-05	1.2682588e-05	0.693082	30049	600980
796.3942108154297	20	-26.8747	18.555943	46.29419	-72.84921	151.0	0.0	-0.17797813	0.68822503	-0.17798796	0.688225	-0.69336575	0.005112073	0.00016381193	4.86844e-05	0.69338214	30049	631029
833.0321118831635	21	-26.27612	16.874321	13.118138	-80.881134	151.0	0.0	-0.17401405	0.6682232	-0.17402086	0.66822314	-0.6923197	0.0089148395	6.564424e-05	7.829913e-06	0.6923262	30049	661078
869.8809380531311	22	-23.69192	15.178468	9.774606	-68.434494	151.0	0.0	-0.15690014	0.6592662	-0.15690061	0.6592662	-0.6931123	0.00093412696	3.2663402e-06	3.774607e-07	0.6931126	30049	691127
907.2113938331604	23	-19.153297	15.99306	23.184729	-68.35038	151.0	0.0	-0.12684302	0.65464014	-0.1268382	0.65464014	-0.6931454	0.002378569	2.1298415e-06	5.5741714e-07	0.69314563	30049	721176
