,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-179.21889938903217,32.6320408074019,-236.64568754043992,-110.92294692973474,,
1,-135.75420804433236,38.17147731320232,-188.78912065192992,-73.23940386958128,2.7391562461853027,0.007925220765173435
