Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
18.382010221481323	0	-0.42860222	0.087410815	-0.25177664	-0.6315052	21.0	0.0	-0.020409627	0.020667287	-0.018351446650374685	0.020706355630726547	1008	1008
20.106964349746704	1	-0.40657583	0.08666256	-0.2234807	-0.68927425	21.0	0.0	-0.019360755	0.018961094	-0.01779827962501649	0.01899402308909278	1008	2016
21.32660412788391	2	-0.42553297	0.09743593	-0.1888326	-0.6961826	21.0	0.0	-0.020263474	0.019261274	-0.018572468731376537	0.019192023590377322	1008	3024
22.457171201705933	3	-0.4260436	0.08174769	-0.24571258	-0.62533957	21.0	0.0	-0.02028779	0.019338308	-0.018905828348070988	0.01938683334446812	1008	4032
23.757336139678955	4	-0.4252011	0.08559304	-0.26257014	-0.638614	21.0	0.0	-0.02024767	0.02054222	-0.018789894857914394	0.0205290066029804	1008	5040
24.89064908027649	5	-0.39974573	0.06949396	-0.29045567	-0.57281613	21.0	0.0	-0.019035513	0.018716045	-0.017343773438743673	0.01875668885483297	1008	6048
26.482195377349854	6	-0.41821566	0.10035724	-0.18245284	-0.66014713	21.0	0.0	-0.019915031	0.020292163	-0.018606532670763957	0.020313629689396148	1008	7056
27.630840063095093	7	-0.41071764	0.09578365	-0.19212796	-0.6433447	21.0	0.0	-0.019557983	0.019367	-0.017867651335443276	0.019440907863008186	1008	8064
28.956719160079956	8	-0.43918052	0.12059542	-0.2510195	-0.7972602	21.0	0.0	-0.020913359	0.021166591	-0.01911939963259937	0.0211018228526199	1008	9072
30.008692264556885	9	-0.4555985	0.10663497	-0.2196727	-0.74966526	21.0	0.0	-0.021695169	0.021978514	-0.019849039542037195	0.022003596416097143	1008	10080
42.503305435180664	10	-0.44230255	0.10555237	-0.2737348	-0.75884897	21.0	0.0	-0.021062026	0.021026913	-0.019126789593085555	0.02105759552962341	1008	11088
43.428749084472656	11	-0.45625332	0.104897186	-0.30098778	-0.71543	21.0	0.0	-0.02172635	0.021280276	-0.020035425662433045	0.02116980769933405	1008	12096
44.376721143722534	12	-0.45806012	0.1021583	-0.28670904	-0.79813695	21.0	0.0	-0.021812385	0.021739315	-0.020232955295383236	0.0216220919935487	1008	13104
45.333927154541016	13	-0.5349217	0.114565976	-0.2689592	-0.7901956	21.0	0.0	-0.025472458	0.023339199	-0.023611244063688655	0.02329482579231818	1008	14112
46.37055420875549	14	1.1520897	6.518687	29.2985	-0.79996145	21.0	0.0	0.054861415	0.88559324	0.056497181442379814	0.8860240710056569	1008	15120
47.27744221687317	15	-0.33999887	1.4183229	9.349214	-0.8343875	21.0	0.0	-0.016190423	0.31530055	-0.014518618865008761	0.3154163346035669	1008	16128
48.71639323234558	16	3.5620365	9.239998	39.19347	-0.71632075	21.0	0.0	0.16962078	1.3902818	0.17132427679589707	1.3907235632663526	1008	17136
50.057674169540405	17	5.6277165	13.104946	59.117157	-0.87774074	21.0	0.0	0.26798654	1.6962336	0.26956393157336295	1.696423735505549	1008	18144
51.508761167526245	18	16.583143	19.76894	58.98914	-0.72231454	21.0	0.0	0.7896735	2.7445042	0.7913565466486053	2.744618261237093	1008	19152
52.725290060043335	19	15.773094	21.221798	79.19379	-0.77289563	21.0	0.0	0.7510997	2.6829987	0.7527379996178388	2.682992298708535	1008	20160
65.7345643043518	20	18.879038	19.916962	59.310192	-0.8421931	21.0	0.0	0.8990019	2.902856	0.9003994131994851	2.902836280599228	1008	21168
66.62357711791992	21	31.696915	25.034523	89.02864	-0.86103433	21.0	0.0	1.5093769	3.6113708	1.5107340244849692	3.611308401926479	1008	22176
67.84495425224304	22	39.37655	26.589502	88.89349	-0.78365254	21.0	0.0	1.8750737	3.9279313	1.8764412515759088	3.9277434653821075	1008	23184
69.21377205848694	23	47.211014	22.800346	89.11158	-0.8641522	21.0	0.0	2.2481432	4.196925	2.249353384227052	4.196687843193966	1008	24192
70.52284526824951	24	47.186356	26.37566	88.91206	-0.8672405	21.0	0.0	2.246969	4.1932063	2.2481456917926685	4.192975038742018	1008	25200
71.88941311836243	25	49.847294	22.39634	88.8369	-0.7112187	21.0	0.0	2.373681	4.275366	2.374778226907233	4.275083038749286	1008	26208
73.40831208229065	26	55.426697	23.698168	98.77173	-0.6672071	21.0	0.0	2.6393666	4.423297	2.6404424730780653	4.422978124990121	1008	27216
74.74075317382812	27	65.543434	26.485289	128.37273	-0.92710936	21.0	0.0	3.121116	4.6452727	3.1220818006618725	4.644932040989066	1008	28224
76.14693021774292	28	62.23589	25.093403	98.85318	-0.8806949	21.0	0.0	2.9636137	4.5798845	2.9645504524981243	4.57958064247943	1008	29232
77.47676420211792	29	69.40929	25.111668	118.544716	9.162263	21.0	0.0	3.3052042	4.713737	3.306143200845415	4.7133644151716325	1008	30240
89.78640723228455	30	66.905975	25.474625	108.86615	-0.95814234	21.0	0.0	3.1859987	4.6678753	3.1869030529178834	4.667518941087619	1008	31248
90.74356937408447	31	79.92975	21.728712	118.86347	19.02152	21.0	0.0	3.8061786	4.858292	3.806922742319687	4.857969278448623	1008	32256
91.801340341568	32	80.09678	17.689318	118.42395	38.770977	21.0	0.0	3.8141322	4.859203	3.8148784617256766	4.858864871188195	1008	33264
92.86675524711609	33	80.92214	18.641283	128.63959	28.556297	21.0	0.0	3.8534355	4.866551	3.8541601311595324	4.866224985752386	1008	34272
93.9406042098999	34	83.15826	19.604248	118.36073	28.838303	21.0	0.0	3.9599166	4.8870387	3.9605859296969697	4.886753314181465	1008	35280
95.23921918869019	35	88.06086	19.846554	128.36374	48.784233	21.0	0.0	4.193375	4.931592	4.194031714530339	4.931260143460226	1008	36288
96.52911424636841	36	89.081635	19.088968	118.532814	28.871181	21.0	0.0	4.241983	4.938585	4.242620581409688	4.938270264036323	1008	37296
97.90214323997498	37	89.282524	20.325281	127.98891	39.12066	21.0	0.0	4.251549	4.937726	4.252188934216999	4.9373944936028495	1008	38304
99.11096334457397	38	95.66343	15.254711	118.35924	48.72654	21.0	0.0	4.555401	4.9707556	4.555977919473683	4.970442239040192	1008	39312
100.46772122383118	39	91.173744	13.690762	118.31709	58.840443	21.0	0.0	4.341607	4.950499	4.342179082553349	4.9501983211574565	1008	40320
114.79588913917542	40	91.53652	20.364199	128.39856	38.549896	21.0	0.0	4.358882	4.9534917	4.359515598096508	4.953133306605211	1008	41328
115.84879899024963	41	93.11352	20.089327	128.07968	38.96121	21.0	0.0	4.433977	4.959103	4.43456703586824	4.958769488540968	1008	42336
116.96164917945862	42	93.36386	21.735905	137.96257	-1.0415629	21.0	0.0	4.445898	4.9589477	4.446500190643988	4.958603856596597	1008	43344
118.2927873134613	43	95.41223	16.145395	128.21523	58.758163	21.0	0.0	4.5434394	4.968234	4.54398768026863	4.967925628458167	1008	44352
119.58044815063477	44	92.29861	18.389912	128.3288	48.588795	21.0	0.0	4.395172	4.955219	4.395735243112571	4.954897656587438	1008	45360
121.01401329040527	45	91.33514	15.511808	128.18848	58.85739	21.0	0.0	4.349292	4.9509706	4.349846645182378	4.95066015315787	1008	46368
122.25834012031555	46	93.91504	15.558722	118.16716	38.310303	21.0	0.0	4.4721446	4.9627466	4.4726857759241545	4.962425721751359	1008	47376
123.6164653301239	47	97.83164	23.124979	138.17018	38.72235	21.0	0.0	4.65865	4.976989	4.659174598309431	4.97667974760523	1008	48384
124.78950929641724	48	98.2749	14.716631	127.95586	68.4872	21.0	0.0	4.6797566	4.976762	4.680256148370061	4.976459526998635	1008	49392
125.8968071937561	49	97.632805	17.91586	127.97333	38.372555	21.0	0.0	4.649181	4.9756393	4.649691812620508	4.975329547418285	1008	50400
138.93493819236755	50	97.57248	15.94666	137.5865	58.367844	21.0	0.0	4.6463084	4.9711943	4.646795573475837	4.970905284525929	1008	51408
139.90316534042358	51	94.93914	17.038256	137.60243	48.984787	21.0	0.0	4.5209107	4.961882	4.521393010981744	4.961612859063418	1008	52416
141.13622117042542	52	94.53247	16.51564	118.49363	58.36985	21.0	0.0	4.501547	4.964284	4.502046714068	4.9639878526303125	1008	53424
142.41263914108276	53	102.797615	11.070727	128.33432	78.08289	21.0	0.0	4.895125	4.9844213	4.895580543425919	4.98413589545153	1008	54432
143.843688249588	54	101.92084	13.931632	128.27806	58.65197	21.0	0.0	4.8533735	4.982003	4.853821233602565	4.981726757793316	1008	55440
145.02509021759033	55	102.918396	13.9981985	137.68767	68.48912	21.0	0.0	4.900876	4.980858	4.901317741684964	4.980588637314067	1008	56448
146.43707704544067	56	97.78974	16.652925	137.29288	58.293774	21.0	0.0	4.656654	4.9749246	4.657119334226406	4.974629539288712	1008	57456
148.43508315086365	57	102.05377	14.086293	128.21326	68.51914	21.0	0.0	4.8597026	4.9770412	4.860129852351451	4.976782915249869	1008	58464
149.90304327011108	58	106.43272	12.343458	127.91144	78.24745	21.0	0.0	5.068225	4.9782596	5.068639568329859	4.977992878680368	1008	59472
151.1221272945404	59	103.09994	14.876201	137.86877	58.736385	21.0	0.0	4.9095206	4.980072	4.9099445648755955	4.979805437838267	1008	60480
163.55333304405212	60	104.099464	16.769436	128.17102	38.692993	21.0	0.0	4.9571176	4.9779325	4.957542584402147	4.977662199386578	1008	61488
164.64257216453552	61	105.5873	12.515097	128.26424	78.3326	21.0	0.0	5.0279665	4.9773955	5.028368469895146	4.977147676435053	1008	62496
165.94234919548035	62	104.10807	15.874214	128.22841	58.754246	21.0	0.0	4.957527	4.977883	4.957942259831303	4.977616927026157	1008	63504
167.47241806983948	63	105.77545	13.142726	127.99469	78.511536	21.0	0.0	5.0369263	4.978825	5.037331224687968	4.978559785987609	1008	64512
168.51712822914124	64	108.46526	13.1896515	137.5863	78.32243	21.0	0.0	5.165013	4.973891	5.1653991751980515	4.973652007444575	1008	65520
169.8134982585907	65	105.56898	15.185975	137.66814	78.19493	21.0	0.0	5.027094	4.976798	5.027493457737186	4.976546030203902	1008	66528
170.96013736724854	66	104.69216	18.468773	137.87856	48.43278	21.0	0.0	4.9853406	4.9776244	4.985736523228677	4.9773655000327475	1008	67536
172.3727502822876	67	106.57666	14.560783	137.8153	68.46008	21.0	0.0	5.075079	4.977798	5.075449401585481	4.977558275898706	1008	68544
173.54980301856995	68	108.670616	15.713775	137.92662	68.27595	21.0	0.0	5.174791	4.9747834	5.1751584300657125	4.974556179133881	1008	69552
174.66747331619263	69	106.536736	20.2086	147.26357	38.276016	21.0	0.0	5.0731773	4.9758306	5.07355562647434	4.975589358044432	1008	70560
186.4385163784027	70	104.674866	13.935478	137.79639	68.072395	21.0	0.0	4.9845176	4.978457	4.984898189482423	4.978201935209363	1008	71568
187.4316442012787	71	113.31295	16.27259	148.0259	48.601364	21.0	0.0	5.3958545	4.956161	5.396222096243628	4.955918754041643	1008	72576
188.55946922302246	72	108.156334	16.090889	137.3334	58.125538	21.0	0.0	5.1503015	4.97163	5.150677003341001	4.971381109924347	1008	73584
189.54254007339478	73	110.5957	12.675282	137.43764	78.57734	21.0	0.0	5.266462	4.963756	5.266828843319831	4.963512205843598	1008	74592
190.51521515846252	74	111.42249	12.381809	137.65857	77.88817	21.0	0.0	5.305834	4.959826	5.306183675990907	4.959593361355151	1008	75600
191.59637832641602	75	111.22326	11.803724	127.97512	87.88338	21.0	0.0	5.2963457	4.960796	5.296709388494739	4.960549400120845	1008	76608
192.49307417869568	76	109.99685	15.106315	137.49776	68.24852	21.0	0.0	5.237945	4.9665933	5.238284990295686	4.966371926319212	1008	77616
193.7643404006958	77	109.16256	13.159013	137.48776	78.1487	21.0	0.0	5.198217	4.969416	5.198557911098559	4.9691909420727844	1008	78624
194.94839119911194	78	111.209465	15.003828	137.67918	68.351135	21.0	0.0	5.2956886	4.96118	5.296049273458402	4.960929363770397	1008	79632
196.176753282547	79	112.82314	11.201999	137.57588	88.15617	21.0	0.0	5.3725305	4.9563365	5.37286418270911	4.956106615732218	1008	80640
209.45386815071106	80	109.75464	15.847334	137.7951	68.412674	21.0	0.0	5.2264113	4.9647145	5.226749026575336	4.964488515422812	1008	81648
210.8202681541443	81	110.98267	13.656902	137.70815	78.492134	21.0	0.0	5.284889	4.965028	5.285231152369885	4.964788963284641	1008	82656
212.05089831352234	82	113.23859	13.863919	137.5138	78.39338	21.0	0.0	5.3923135	4.9513083	5.392644566343219	4.951083993514839	1008	83664
213.44005227088928	83	113.55044	12.195313	137.57843	78.205826	21.0	0.0	5.4071636	4.950088	5.407489593301998	4.949853687775204	1008	84672
214.69229006767273	84	112.081154	13.549904	137.34998	68.22395	21.0	0.0	5.337198	4.9519095	5.337525723855126	4.951680512087892	1008	85680
215.8601269721985	85	112.74298	11.741367	127.756294	78.37479	21.0	0.0	5.3687134	4.953244	5.369046324115862	4.953002915738519	1008	86688
216.97339534759521	86	113.37461	14.5407505	147.61609	68.344315	21.0	0.0	5.398791	4.951151	5.399109401500361	4.950923424029324	1008	87696
218.03816723823547	87	111.25018	14.748556	137.41592	68.117615	21.0	0.0	5.2976274	4.957613	5.29793735235713	4.957394287958705	1008	88704
219.34906029701233	88	111.08976	15.571876	137.59831	77.80655	21.0	0.0	5.2899885	4.9570847	5.290306676606383	4.956868964876959	1008	89712
220.42110514640808	89	111.88141	13.326644	137.19997	58.785156	21.0	0.0	5.3276863	4.954007	5.327997261796746	4.953792098667598	1008	90720
